Strategy,Label
"versuchen, nicht darüber nachzudenken",9
"Ich versuche mich dieser Performance-Angst zu stellen und in den Kursen herauszufinden, ob diese Annahme überhaupt stimmt",-1
"Ich stärke mir selbst den Rücken, indem ich Argumente finde, die für mich und meine Leistung sprechen",23
Ich gehe in die Sprechstunde eines Profs,-1
"wenn die Angst zu gross wird, spreche ich mit dem/der Uni-Psychologe/in",-1
Ich gebe der Situation eine Chance und suche Kontakt unter den jüngeren StudentInnen,-1
umso mehr lernen,25
"mir zusichern, dass ich es schaffen kann",-1
Alternativen überlegen sollte ich es nicht schaffen,-1
es auf mich zukommen lassen,-1
mit jemanden über meine Sorgen sprechen,-1
Anschluss suchen/finden,-1
über Vorteile des höheren Alters bewusst werden,23
über mehr Lebenserfahrung bewusst werden,23
gezielt Kontakt zu Studenten suchen,-1
mich von eigenen Fähigkeiten überzeugen,23
viel lernen,25
Selbstwertgefühl stärken,23
mit Mitstudierenden darüber sprechen,-1
mit Freunden/Familie darüber sprechen,29
Studium abbrechen,17
Nachhilfe/Tutorien besuchen,25
Psychotherapie machen,6
beten,-1
die anderen beleidigen & runtermachen,-1
bisherige Erfolge vor Augen halten,23
ich Strategien der anderen anschauen,-1
Ziele vor Augen halten & sich motivieren,-1
"sich selbst sagen, dass man mehr Erfahrung hat",23
hart lernen/arbeiten,-1
allen Vorlesungen aufmerksam zuhören,25
Ängste anderen mitteilen,18
"einreden nur weil andere jünger sind, sind sie nicht gleich besser",23
in Lerngruppe gehen,25
Freundschaften in Uni knüpfen,13
selbstbewusst auftreten,23
Ich versuche mich mit meinen Mitstudierenden anzufreunden.,13
Ich hole mir Hilfe in bestimmten Fächern um meine Fähigkeiten zu verbessern.,25
"Ich frage Professoren nach Tipps in Sachen Literatur, Lernen etc.",-1
Ich spreche mit jemand aussenstehendes über die Situation,-1
Ich konzentriere mich mehr auf das Studium und lerne fleissig mit,25
Ich versuche mir genügend Zeit zu nehmen für Prüfungen zu lernen.,-1
sich an frühere Erfolge erinnern,23
sich an „schlaue“ Gruppe anschliessen und „aufholen“,-1
"sich klarmachen, dass man nicht der Beste sein muss",-1
Ich gebe mein Bestes & schaue wohin es führt,-1
Ich wende mich an die jüngeren um Hilfe einzuholen,-1
Ich höre auf zu studieren,17
Ich wechsle das Studium,17
Ich wechsle die Universität,17
Ich hole mir bei Freunden & Familie Rat ein,21
Ich versuche alles aufzuholen & lerne mehr als die jüngeren Studenten,-1
Ich versuche es zu vergessen.,9
Ich suche den Klient auf und frage nach dem Grund.,-1
Ich bringe noch bessere Leistungen.,24
Ich mache Sport.,-1
Ich kündige.,17
Ich rede mit einem Kollegen darüber.,-1
Ich versuche den Grund selbst herauszufinden.,-1
Ich esse etwas.,11
"versuchen dem Glauben zu schenken, was der Chef zu mir gesagt hat",-1
dem Klient die Meinung sagen,-1
sich bei den Kollegen ueber den Klient beschweren,32
Therapeuten/Coach suchen,6
Mit Freunden/Familie darueber sprechen,0
Schokoladen essen,11
"Mir sagen, dass es nicht an mir liegt",33
Mich ablenken m. Hobbies,4
Etwas positives an der Situation suchen,23
"Mir versichern, dass es jedem passieren koennte",0
Auf mich achten,-1
"Wenn es nicht besser wird, nochmal ansprechen",-1
Dem Chef glauben schenken,-1
Meine Leistung nicht von einer einzelnen Person werten lassen,-1
Habe Schwierigkeiten mich basierend auf der Beschreibung in die Situation zu versetzen. Finde Aerger viel zu naheliegend.,-1
mit meinem Chef darueber reden/Reden!,0
Sport,-1
Der Kunde hatte einen schlechten Tag,-1
ich habe alles gegeben,24
"einen Film schauen, Eis essen und jammern",-1
"Situation analysieren, versuchen objektiv zu betrachten",-1
ist anderen vor mir auch schon passiert,33
muss Klienten nicht so schnell wiedersehen ,-1
"Ich reflektiere meine Arbeit, denke an moegliche Fehler, v.a. aber was ich gut gemacht habe.",0
Ich rede mit dem Klient und erfrage seine Unzufriedenheit.,34
Ich stuerze mich in ander Arbeit und sorge somit fuer Ablenkung.,0
"Ich gehe einen Kaffee trinken, esse etwas, lese ein Buch.",-1
"Ich sage mir selbst, dass ich gute Arbeit geleist. ",23
Supervision machen (Gruppe - um auch v. anderen zu hoeren wie sie mit sowas umgehen),0
Chef fragen wie er mit solchen Situationen umgeht,35
Gespraeche mit Freunden/Partner,0
sich in Freizeit etw. Spassiges goennen,8
mit Hund spazieren,-1
Thema reflektieren & damit abschliessen ,-1
Ich rede nochmal mit dem Clienten,-1
Ich rede mit anderen Klienten ueber meine Leistung,0
Ich suche mir einen anderen Job,17
"Ich versichere mir, dass ich gut bin",23
Ich mache mir etwas zu essen und versuche es zu vergessen,-1
Ich nehme mir eine Auszeit vom Job,-1
"Ich werde nur noch Klienten, die meine Zeit schaetzen annehmen/weiterbetreuen",0
Ich hole mir eine zweite Meinung v. Freunden,21
"Ich frage den Klienten, warum er es mir nicht persoenlich sagt.",0
"Ich erklaere dem Klienten, dass ich mit seinen Anforderungen mein Bestes gebe.",0
Ich bin wuetend und schrei meinen Klienten an.,0
Ich gebe ihn an eine andere Person ab.,-1
"Ich glaube meinem Chef, denn solange es ihm passt, brauche ich mir keine Sorgen zu machen",33
Ich fange an an mir selbst zu zweifeln  ,-1
"Es wird immer ungute Menschen geben, ich will meine (Frei)Zeit nicht mit Gedanken an sie verschwenden",33
"meine höhere Instanz (Chef) ist zufrieden, das ist alles was zaehlen sollte",0
ich will es nicht persoenlich nehmen,0
naechstes Mal walze ich den Klient auf jmd anderen ab,0
naechstes Mal sage ich klipp & klar was Sache ist und diskutier nicht ewig mit ihm herum,-1
ich bleibe sachlich,35
Den Kunden zur Rede stellen,-1
Sport machen um sich abzureagieren,-1
Musik hören,-1
Darüber reden z.B. mit dem Chef,-1
Alkohol,12
ich versuche mich von dem Kunden zu distanzieren,-1
ich versuche nach vorne zu schauen,-1
ich versuche mich auf die Aussage meines Chefs zu fokussieren,-1
ich versuche es nicht persönlich zu nehmen,33
Ich rufe mir Erfolge in dem Bereich ins Gedächtnis,23
"Ich analysiere, wo das Problem lag",-1
Ich suche die Gründe der Unzufriedenheit in dem Kunden (in seiner Person),34
"ich besinne mich auf die gute Arbeit, die ich geleistet habe",23
Die Meinung des Klienten versuchen zu verstehen,-1
Meine eigene Leistung zu bewerten - habe ich mein Bestes gegeben?,23
Vielleicht hatte der Klient einen schlechten Tag/Woche/(Familien)Probleme,-1
sich auf die Meinung des Chefs konzentrieren,-1
Nach Ausbesserungsmöglichkeiten suchen,-1
Sich verzeihen - man kann nicht immer 100 Prozent von sich geben (falls die Schuld wirklich bei mir lag),33
ich rufe alle mein Freunde an und hole mir emotionale Unterstützung von Ihnen,-1
ich überlege was genau ich falsch gemacht habe und suche nach einer Lösung,-1
ich konfrontiere den Klienten und frage ihn nach einer konstruktiven Kritik,-1
"ich erinnere mich daran, dass jeder Mensch seine eigene Probleme hat, die nicht unbedingt meine Schuld sind",33
ich versuche in Zukunft meine Leistung zu verbessern,24
Ich verwandle mit Hilfe von Alkohol meine Trauer in Wut.,-1
"Ich halte mir vor Augen, dass meine Leistung gut war.",23
"versuchen, dem Chef zu glauben",-1
an meinen Fähigkeiten zweifeln,23
in meine Fähigkeiten vertrauen & es vergessen,23
den Job wechseln,17
mit jemandem darüber reden,27
"Ich bin gelassen, da ich weiß, dass ich mein Bestes gebe und versuche motiviert zu bleiben",23
Ich wende mich von dem Klienten ab und suche mir einen anderen,-1
"Ich frage meinen Chef, was er an meiner Stelle tun würde und versuche darauf ein gutes Konzept zu entwickeln",-1
"Ich führe ein entwaffnendes Gespräch mit dem Kleinen, um Missverständnisse aus dem Weg zu schaffen",-1
Problem bei ihm suchen,-1
"von Chef nochmal hören, dass man gut ist",-1
sich vergleichen mit anderen Leuten,-1
jemand anderem den Klient geben,-1
"den Kleine für eine Zeit schauen lassen, was er ohne dich kann",-1
sich darüber bei jemandem aufregen,-1
Entspannungsmöglichkeiten nutzen,5
erstmal darüber schlafen,-1
"Personen, denen man geholfen hat ins Gedächtnis rufen",22
Ich trinke Alkohol,12
Ich esse ungesund um die Leere in mir zu füllen,-1
Ich melde mich am nächsten Tag krank.,16
Ich versuche mehr über die Aussage des Klienten zu erfahren > wie kommuniziert er mit seiner Körpersprache?,34
Ich denke an die Worte meines Chefs.,-1
Am Abend vor dem Schlafengehen spiele ich die Situation neu ab.,-1
Neue Arbeiten besser machen,-1
Kollegen um Hilfe fragen,21
Ablenkung,-1
Erfolg bei neuer Arbeit anstreben,-1
Abwarten,9
Chef für Vertrauen bedanken,-1
Gespräch mit Kleinen führen: Was kann ich besser machen?,-1
Musik hören,-1
Traurigkeit zulassen u. reflektieren was besser gemacht werden kann,-1
Vertrauen in Chef u. seine Erfahrung setzen,-1
"Versuchen realistisch an die Sache heranzugehen, man kann nie jedem Klienten helfen",-1
sich mit Teamkollegen austauschen um sicherzugehen,-1
Supervision,-1
Mit Freunde unterhalten über eigene Empfindungen,-1
versuchen Wissen anzueignen,-1
"Ich frage meinen Chef, wie ich mich verhalten soll",35
Ich rede mit jemandem darüber,28
"Ich suche mir einen neuen Klienten, bei dem ich eine zufriedenstellend Leitung aufbringe",-1
Ich informiere mich über ähl. Fälle,16
Ich erkenne und würdige meine Stärken & Fähigkeiten,23
Ich schlafe einen Nacht darüber,-1
Ich lerne aus der Situation,-1
Gespräch mit Klient suchen,-1
Sich außerhalb der Arbeit ablenken,4
Kleinen an Kollegen abgeben,-1
Spa Tag,5
Liste mit Selbstverbesserung vornehmen,-1
Auf positve vergangene Klientenfeedbacks konzentrieren ,-1
weinen,-1
mit Chef sprechen,-1
anderen Kunden bedienen,-1
weiter machen,-1
nicht darauf fixieren,-1
der Mensch muss wohl seltsam sein,-1
mich bei Kollegen beschweren,32
versuchen das nicht an sich rankommen zu lassen,-1
ehrliche Kritik fordern Jobwechsel?,-1
ablenken,-1
an nettere Kunden denken,-1
spazieren gehen,-1
emotionen bewusst rauslassen,-1
Kunden ansprechen,-1
den Klienten an eine/n Kollegin/Kollege weitergeben,-1
den Kleinen darauf anzusprechen & eine Lösung probieren zu finden,-1
ignorieren,9
für den Klient weniger Zeit einplanen,-1
Versuchen die eigenen „Fehler“ zu erkennen,-1
adere Kollegen um Feedback bitten,-1
den Klienten zur Rede stellen,-1
"den Klienten nicht allzu wichtig nehmen > versuchen, Vorfall hinter sich zu lassen",-1
Arbeitsweise ändern,26
"den Chef bitten, mit dem Klienten zu reden",-1
den betreffenden Klienten an anderen Kollegen abgeben,-1
"Ich versuche, meine Leistungen zu verbessern",24
Ich suche einen anderen Arbeitsbereich,17
"Ich sage mir, dass der Klient besonders schwierig war",-1
Ich spreche den Klienten darauf an,-1
Ich ärgere mich über die verlorene Zeit,-1
Ich versuche nicht niedergeschlagen zu sein und muntere mich mit für mich wichtige Dinge auf,-1
"ich überlege, was ich noch besser machen kann bei dem Klienten",-1
"ich bin mir nicht sicher, ob der Chef mich „anlügt“",33
vielleicht sollte der Klient Therapeut wechseln,6
Ablenkung suchen,-1
mit jemandem reden,27
Klient nach konstruktiver Kritik fragen,-1
sich beim nächsten Mal mehr anstrengen,24
sich von Freunden o.ä. aufmuntern lassen,-1
"Ich denke an andere Stärken, die ich ausserhalb der Arbeit habe",-1
Ich sage mir „das ist nur einer von vielen Klienten“ und relativiere seine Meinung,-1
Ich spreche den Kleinen an & bitte um konstruktive Kritik & verbessere mich,-1
"Ich tue mir etwas gutes (Baden, Essen…)",-1
Ich spreche mit einem Freund,-1
"Ich tausche mich mit Arbeitskollegen aus, die möglicherweise gleiche Erfahrungen gemacht haben",-1
spreche mit Freunden,-1
spreche nochmal mit dem Chef,36
"mache Sport, um mich abzulenken",4
versuche an etwas anderes zu denken,-1
versuche mich auf den nächsten Klienten zu konzentrieren,-1
Eis essen/Essen,11
versuche es beim nächsten Mal besser zu machen,-1
lästere über den Klienten bei Freunden,-1
versuche es zu vergessen,9
den Chef trotzdem nach Feedback & Verbesserungsvorschlägen fragen,-1
sich bei Freunden über den Klienten aufregen,32
sich mit Freunden ablenken,4
sich auf andere Projekte zu konzentrieren,8
sich an gut gelungene Projekte erinnern,23
froh sein den schwierigen Klienten los zu sein,-1
"darauf besinnen, dass Chef hinter einem steht & Arbeit gut war",-1
sich versuchen abzulenken,4
einmal mit anderen darüber sprechen und es dann vergessen,-1
"daran denken, dass jeder mal Probleme mit schwierigen Klienten hat",-1
an alle bisher zufrieden gestellten Klienten erinnern,-1
"sich selbst aufzeigen, dass Bestes gegeben & keine weiteren Möglichkeiten gehabt",23
Ich vertraue auf meine Leistung,23
Ich sage meinem Chef wie ich mich fühle,-1
Ich gebe den Klienten ab,-1
"Ich frage den Klienten, was ich besser machen kann",-1
Dich selbst fragen was ihn zum schwierigen Klienten gemacht hat,-1
Ihn vergessen - an morgen denken,9
Schwierige Klienten in Zukunft ablehnen,-1
detailliertes Feedback vom Chef anfordern,-1
Handlungsspielraum mit Chef eruieren,-1
Meditieren,-1
Rückblick auf eigene Kompetenz,23
Training im Umgang mit schwierigen Klienten,-1
Abwägen des Inputs für die Arbeit/des Jobs an sich,-1
Ich werde härter arbeiten als zuvor,-1
"Ich bemühe mich, besser zu werden",24
"Ich versuche, dass was mein Chef mir versichert hat, noch einmal zu verstehen, um mich besser zu fühlen",-1
Ich lenke mich ab,4
"Ich bemühe mich, Kritik nicht immer ernst zu nehmen & zu ignorieren",-1
Ich teile dem Chef meinen Unmut mit.,31
Ich distanziere mich von der Bewertung des Klienten.,-1
Ich esse etwas Gutes.,11
Ich analysiere die Kritiken ohne sie zu Herzen zu nehmen.,-1
"Ich lenke mich ab, mache Freizeit/Sport",4
Beschwere mich darüber bei Freunden,32
"Versuche herauszufinden, was meinen Klienten stört",-1
"Ich akzeptiere, dass nicht jeder mit jedem kann und versuche einfach mein bestes zu geben",-1
"Ich rufe mir andere Klienten in Erinnerung zu rufen, die zufrieden waren",-1
Ich verdränge es,9
"Mehr informieren, weiterbilden",16
Mit anderen Kollegen austauschen,-1
Rational betrachten,-1
"Reflektieren, woran hapert es",-1
"Tief durchatmen, Augen schließen",5
an etwas Schönes denken,-1
Essen gehen,11
Reden mit Kollegen,-1
Freundin anrufen,10
Pause machen,5
Kurz an die frische Luft gehen,-1
Schönen Termin am Wochenende ausmachen,14
An was Schönes denken,-1
"Klienten anrufen, Problem besprechen",-1
"versuchen, mit Klient Gründe seiner Beschwerde zu ergründen",34
Kleine ignorieren,9
Spaziergang in der Natur,-1
mit Kolleg*innen besprechen,-1
auf die Aussage vom Chef vertrauen,-1
sich mit anderen Aufgaben beschäftigen,8
den schwierigen Klienten gedanklich vergessen,-1
"auf Arbeiten konzentieren, die man in der Vergangenheit schneller erledigen konnte",-1
"der Situation die Schuld geben, nicht sich selbst",33
Ich esse viel Schokoeis.,11
"Ich prüfe, ob ich etwas hätte anders machen können.",-1
Ich spreche mit einer guten Kollegin.,28
Ich stürze mich in Arbeit.,-1
"Ich mache nach Feierabend etwas, das Spass macht.",8
"Ich rede mit einer Kollegin, die selbst schon derartiges erlebt hat.",-1
"Ich erinnere mich bewusst an bessere Klienten, die mich gelobt haben.",-1
"Ich spreche mit meinem Chef darüber, wie ich künftig besser mit schwierigen Kleinen umgehen kann",-1
Ich spiele mit meinem Freund und konzentriere mich auf sein Lob.,-1
Ich mache einen Filmabend mit einer Freundin,-1
"Ich mache eine Tätigkeit, die ich gut kann (z.B. Backen)",-1
Ich gebe den Kleinen ab,-1
Ich frage nach dem Grund,-1
"Ich erkundige mich beim Chef, was der Klient gesagt hat",-1
Ich zweifle an meinen Fähigkeiten,23
Ich glaube an mein Können und fühle mich durch die Rückmeldung vom Chef bestärkt,23
"Ich erinner mich an die Klienten, denen ich helfen konnte",-1
Ich lasse den Frust bei Freunden heraus,31
Sport,-1
gutes essen,11
Mit Freunden feiern,-1
über den Kunden mit Freunden lästern,-1
"sich sagen, dass der Kunde einfach schwierig war",-1
ich verlasse mich auf das Wort meines Chefs,-1
ich rede mit meinen Freunden über die Situation,-1
"ich gehe nocheinmal die ganze Situation durch, um mir zu versichern, dass ich gut gearbeitet habe",-1
ich vergesse den Klienten,-1
ich halte nichts von dem Klienten,-1
"Ich versuche, mich schnell von dem letzten Fall abzuwenden und mich auf den nächsten Klienten zu konzentrieren",-1
Ich verarbeite meine Enttäuschung bei einem Spaziergang/beim Skaten,-1
"Ich sage mir, dass man es nicht jedem Menschen recht machen kann",33
"Denke mir die Meinung vom Chef ist wichtiger, auch wenn mich belastet.",-1
"Frag ihn mal was ihm nicht gepasst hat, vielleicht wird’s ja noch.",-1
Ich rede mit Menschen darüber und schaue was sie meinen.,28
"Beginn meine Leistung selbst zu beurteilen, auch wenn mir nichts bringt.",-1
"Versuchen Klienten zu vergessen, und auf Meinung des Chefs hören",-1
"Beim nächsten Klienten mehr Einsatz zeigen, um sich Bestätigung zu holen",24
Tag mit Freunden/Familie ausklingen lassen,-1
Musik/Videospiele,4
mich mit Freunden zum Tee trinken treffen,-1
im Zukunft mit leichteren Klienten arbeiten,-1
mit meinen Kollegen reden,-1
versuchen es zu vergessen,9
mein Haustier streicheln,-1
Musik,-1
Mache mir nichts daraus und glaube meinem Chef.,-1
Habe nichts falsch gemacht also keinen Grund traurig zu sein.,33
Mit dem Chef über diesen Vorfall reden (hatte sicher auch die Erfahrung),34
Mir meine Stärken vor Augen halten,23
Diesen Fall einfach ignorieren (Oft ist man das Ablassventil anderer),-1
Abwiegen warum der Klient so denkt.,-1
Kurz Pause machen,5
